Código,Descripción,GRUPO,Clasificación Sistemas JMC,SEGMENTO,Clasificación Partes JMC,TIPO
T316,QUEMADURAS QUE AFECTAN DEL 60% AL 69% DE LA SUPERFICIE DEL CUERPO,40.0,2.0,36.0,47.0,12.0
T317,QUEMADURAS QUE AFECTAN DEL 70% AL 79% DE LA SUPERFICIE DEL CUERPO,40.0,2.0,36.0,47.0,12.0
T318,QUEMADURAS QUE AFECTAN DEL 80% AL 89% DE LA SUPERFICIE DEL CUERPO,40.0,2.0,36.0,47.0,12.0
T319,QUEMADURAS QUE AFECTAN DEL 90% O MAS DE LA SUPERFICIE DEL CUERPO,40.0,2.0,36.0,47.0,12.0
T320,CORROSIONES QUE AFECTAN MENOS DEL 10% DE LA SUPERFICIE DEL CUERPO,40.0,10.0,23.0,47.0,15.0
T321,CORROSIONES QUE AFECTAN DEL 10% AL 19% DE LA SUPERFICIE DEL CUERPO,40.0,10.0,23.0,47.0,15.0
T322,CORROSIONES QUE AFECTAN DEL 20% AL 29% DE LA SUPERFICIE DEL CUERPO,40.0,10.0,23.0,47.0,15.0
T323,CORROSIONES QUE AFECTAN DEL 30% AL 39% DE LA SUPERFICIE DEL CUERPO,40.0,10.0,23.0,47.0,15.0
T324,CORROSIONES QUE AFECTAN DEL 40% AL 49% DE LA SUPERFICIE DEL CUERPO,40.0,10.0,23.0,47.0,15.0
T325,CORROSIONES QUE AFECTAN DEL 50% AL 59% DE LA SUPERFICIE DEL CUERPO,40.0,10.0,23.0,47.0,15.0
T326,CORROSIONES QUE AFECTAN DEL 60% AL 69% DE LA SUPERFICIE DEL CUERPO,40.0,10.0,23.0,47.0,15.0
T327,CORROSIONES QUE AFECTAN DEL 70% AL 79% DE LA SUPERFICIE DEL CUERPO,40.0,10.0,23.0,47.0,15.0
T328,CORROSIONES QUE AFECTAN DEL 80% AL 89% DE LA SUPERFICIE DEL CUERPO,40.0,10.0,23.0,47.0,15.0
T329,CORROSIONES QUE AFECTAN DEL 90% O MAS DE LA SUPERFICIE DEL CUERPO,40.0,10.0,23.0,47.0,15.0
T330,CONGELAMIENTO SUPERFICIAL DE LA CABEZA,40.0,10.0,4.0,47.0,15.0
T331,CONGELAMIENTO SUPERFICIAL DEL CUELLO,40.0,10.0,4.0,24.0,15.0
T332,CONGELAMIENTO SUPERFICIAL DEL TORAX,40.0,10.0,42.0,92.0,15.0
T333,"CONGELAMIENTO SUPERFICIAL DE LA PARED ABDOMINAL, REGION LUMBOSACRA Y PELVIS",40.0,10.0,2.0,1.0,15.0
T334,CONGELAMIENTO SUPERFICIAL DEL BRAZO,40.0,10.0,28.0,9.0,15.0
T335,CONGELAMIENTO SUPERFICIAL DE LA MUÑECA Y DE LA MANO,40.0,9.0,28.0,57.0,15.0
T336,CONGELAMIENTO SUPERFICIAL DE LA CADERA Y DEL MUSLO,40.0,10.0,27.0,12.0,15.0
T337,CONGELAMIENTO SUPERFICIAL DE LA RODILLA Y DE LA PIERNA,40.0,9.0,27.0,76.0,15.0
T338,CONGELAMIENTO SUPERFICIAL DEL TOBILLO Y DEL PIE,40.0,10.0,27.0,74.0,15.0
T339,CONGELAMIENTO SUPERFICIAL DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS,40.0,10.0,23.0,47.0,15.0
T340,CONGELAMIENTO CON NECROSIS TISULAR DE LA CABEZA,40.0,10.0,4.0,47.0,15.0
T341,CONGELAMIENTO CON NECROSIS TISULAR DEL CUELLO,40.0,10.0,23.0,47.0,15.0
T342,CONGELAMIENTO CON NECROSIS TISULAR DEL TORAX,40.0,10.0,42.0,92.0,15.0
T343,"CONGELAMIENTO CON NECROSIS TISULAR DE LA PARED ABDOMINAL, REGION LUMBOSACRA Y PELVIS",40.0,10.0,2.0,1.0,15.0
T344,CONGELAMIENTO CON NECROSIS TISULAR DEL BRAZO,40.0,10.0,28.0,9.0,15.0
T345,CONGELAMIENTO CON NECROSIS TISULAR DE LA MUÑECA Y DE LA MANO,40.0,9.0,28.0,57.0,15.0
T346,CONGELAMIENTO CON NECROSIS TISULAR DE LA CADERA Y DEL MUSLO,40.0,10.0,27.0,12.0,15.0
T347,CONGELAMIENTO CON NECROSIS TISULAR DE LA RODILLA Y DE LA PIERNA,40.0,9.0,27.0,76.0,15.0
T348,CONGELAMIENTO CON NECROSIS TISULAR DEL TOBILLO Y DEL PIE,40.0,10.0,27.0,74.0,15.0
T349,CONGELAMIENTO CON NECROSIS TISULAR DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS,40.0,10.0,23.0,47.0,15.0
T350,CONGELAMIENTO SUPERFICIAL QUE AFECTA MULTIPLES REGIONES DEL CUERPO,40.0,10.0,23.0,47.0,15.0
T351,CONGELAMIENTO CON NECROSIS TISULAR QUE AFECTA MULTIPLES REGIONES DEL CUERPO,40.0,10.0,23.0,47.0,15.0
T352,CONGELAMIENTO NO ESPECIFICADO DE LA CABEZA Y DEL CUELLO,40.0,10.0,4.0,24.0,15.0
T353,"CONGELAMIENTO NO ESPECIFICADO DEL TORAX, DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS",40.0,10.0,42.0,92.0,15.0
T354,CONGELAMIENTO NO ESPECIFICADO DEL MIEMBRO SUPERIOR,40.0,10.0,28.0,47.0,15.0
T355,CONGELAMIENTO NO ESPECIFICADO DEL MIEMBRO INFERIOR,40.0,10.0,27.0,47.0,15.0
T356,CONGELAMIENTO NO ESPECIFICADO QUE AFECTA MULTIPLES REGIONES DEL CUERPO,40.0,10.0,23.0,47.0,15.0
T357,"CONGELAMIENTO NO ESPECIFICADO, DE SITIO NO ESPECIFICADO",40.0,10.0,23.0,47.0,15.0
T360,ENVENENAMIENTO POR ANTIBIOTICOS SISTEMICOS: PENICILINAS,40.0,10.0,23.0,47.0,5.0
T361,ENVENENAMIENTO POR ANTIBIOTICOS SISTEMICOS: CEFALOSPORINAS Y OTROS ANTIBIOTICOS BETA-LACTAMICOS,40.0,10.0,23.0,47.0,5.0
T362,ENVENENAMIENTO POR ANTIBIOTICOS SISTEMICOS: GRUPO DEL CLORAMFENICOL,40.0,10.0,23.0,47.0,5.0
T363,ENVENENAMIENTO POR ANTIBIOTICOS SISTEMICOS: MACROLIDOS,40.0,10.0,23.0,47.0,5.0
T364,ENVENENAMIENTO POR ANTIBIOTICOS SISTEMICOS: TETRACICLINAS,40.0,10.0,23.0,47.0,5.0
T365,ENVENENAMIENTO POR ANTIBIOTICOS SISTEMICOS: AMINOGLUCOSIDOS,40.0,10.0,23.0,47.0,5.0
T366,ENVENENAMIENTO POR ANTIBIOTICOS SISTEMICOS: RIFAMICINAS,40.0,10.0,23.0,47.0,5.0
T367,ENVENENAMIENTO POR ANTIBIOTICOS SISTEMICOS: ANTIBIOTICOS ANTIMICOTICOS USADOS SISTEMICAMENTE,40.0,10.0,23.0,47.0,5.0
T368,ENVENENAMIENTO POR ANTIBIOTICOS SISTEMICOS: OTROS ANTIBIOTICOS SISTEMICOS,40.0,10.0,23.0,47.0,5.0
T369,"ENVENENAMIENTO POR ANTIBIOTICOS SISTEMICOS: ANTIBIOTICOS SISTEMICOS, NO ESPECIFICADOS",40.0,10.0,23.0,47.0,5.0
T370,ENVENENAMIENTO POR OTROS ANTIINFECCIOSOS Y ANTIPARASITARIOS SISTEMICOS: SULFONAMIDAS,40.0,10.0,23.0,47.0,5.0
T371,ENVENENAMIENTO POR OTROS ANTIINFECCIOSOS Y ANTIPARASITARIOS SISTEMICOS: DROGAS ANTIMICOBACTERIANAS,40.0,10.0,23.0,47.0,5.0
T372,ENVENENAMIENTO POR OTROS ANTIINFECCIOSOS Y ANTIPARASITARIOS SISTEMICOS: ANTIPALUDICOS Y DROGAS DE ACCION CONTRA OTROS PROTOZOARIOS SANGUINEOS,40.0,10.0,23.0,47.0,5.0
T373,ENVENENAMIENTO POR OTROS ANTIINFECCIOSOS Y ANTIPARASITARIOS SISTEMICOS: OTRAS DROGAS ANTIPROTOZOARIAS,40.0,10.0,23.0,47.0,5.0
T374,ENVENENAMIENTO POR OTROS ANTIINFECCIOSOS Y ANTIPARASITARIOS SISTEMICOS: ANTIHELMINTICOS,40.0,10.0,23.0,47.0,5.0
T375,ENVENENAMIENTO POR OTROS ANTIINFECCIOSOS Y ANTIPARASITARIOS SISTEMICOS: DROGAS ANTIVIRALES,40.0,10.0,23.0,47.0,5.0
T378,ENVENENAMIENTO POR OTROS ANTIINFECCIOSOS Y ANTIPARASITARIOS SISTEMICOS: OTROS ANTIINFECCIOSOS Y ANTIPARASITARIOS SISTEMICOS ESPECIFICADOS,40.0,10.0,23.0,47.0,5.0
T379,"ENVENENAMIENTO POR OTROS ANTIINFECCIOSOS Y ANTIPARASITARIOS SISTEMICOS: OTROS ANTIINFECCIOSOS Y ANTIPARASITARIOS SISTEMICOS, NO ESPECIFICADOS",40.0,10.0,23.0,47.0,5.0
T380,"ENVENENAMIENTO POR HORMONAS Y SUS SUSTITUTOS Y ANTAGONISTAS SINTETICOS, NO CLASIFICADOS EN OTRA PARTE: GLUCOCORTICOIDES Y ANALOGOS SINTETICOS",40.0,10.0,23.0,47.0,5.0
T381,"ENVENENAMIENTO POR HORMONAS Y SUS SUSTITUTOS Y ANTAGONISTAS SINTETICOS, NO CLASIFICADOS EN OTRA PARTE: HORMONAS TIROIDEAS Y SUSTITUTOS",40.0,10.0,23.0,47.0,5.0
T382,"ENVENENAMIENTO POR HORMONAS Y SUS SUSTITUTOS Y ANTAGONISTAS SINTETICOS, NO CLASIFICADOS EN OTRA PARTE: DROGAS ANTITIROIDEAS",40.0,10.0,23.0,47.0,5.0
T383,"ENVENENAMIENTO POR HORMONAS Y SUS SUSTITUTOS Y ANTAGONISTAS SINTETICOS, NO CLASIFICADOS EN OTRA PARTE: INSULINA Y DROGAS HIPOGLUCEMIANTES ORALES [ANTIDIABETICAS]",40.0,10.0,23.0,47.0,5.0
T384,"ENVENENAMIENTO POR HORMONAS Y SUS SUSTITUTOS Y ANTAGONISTAS SINTETICOS, NO CLASIFICADOS EN OTRA PARTE: ANTICONCEPTIVOS ORALES",40.0,10.0,23.0,47.0,5.0
T385,"ENVENENAMIENTO POR HORMONAS Y SUS SUSTITUTOS Y ANTAGONISTAS SINTETICOS, NO CLASIFICADOS EN OTRA PARTE: OTROS ESTROGENOS Y PROGESTOGENOS",40.0,10.0,23.0,47.0,5.0
T386,"ENVENENAMIENTO POR HORMONAS Y SUS SUSTITUTOS Y ANTAGONISTAS SINTETICOS, NO CLASIFICADOS EN OTRA PARTE: ANTIGONADOTROFINAS, ANTIESTROGENOS Y ANTIANDROGENOS, NO CLASIFICADOS EN OTRA PARTE",40.0,10.0,23.0,47.0,5.0
T387,"ENVENENAMIENTO POR HORMONAS Y SUS SUSTITUTOS Y ANTAGONISTAS SINTETICOS, NO CLASIFICADOS EN OTRA PARTE: ANDROGENOS Y SUS CONGENERES ANABOLICOS",40.0,10.0,23.0,47.0,5.0
T388,"ENVENENAMIENTO POR HORMONAS Y SUS SUSTITUTOS Y ANTAGONISTAS SINTETICOS, NO CLASIFICADOS EN OTRA PARTE: OTRAS HORMONAS Y SUSTITUTOS SINTETICOS Y LOS NO ESPECIFICADOS",40.0,10.0,23.0,47.0,5.0
T389,"ENVENENAMIENTO POR HORMONAS Y SUS SUSTITUTOS Y ANTAGONISTAS SINTETICOS, NO CLASIFICADOS EN OTRA PARTE: OTROS ANTAGONISTAS DE LAS HORMONAS Y LOS NO ESPECIFICADOS",40.0,10.0,23.0,47.0,5.0
T390,"ENVENENAMIENTO POR ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS: SALICILATOS",40.0,10.0,23.0,47.0,5.0
T391,"ENVENENAMIENTO POR ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS: DERIVADOS DEL PARAAMINOFENOL",40.0,10.0,23.0,47.0,5.0
T392,"ENVENENAMIENTO POR ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS: DERIVADOS DE LA PIRAZOLONA",40.0,10.0,23.0,47.0,5.0
T393,"ENVENENAMIENTO POR ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS: OTRAS DROGAS ANTIINFLAMATORIAS NO ESTEROIDEAS [DAINE]",40.0,10.0,23.0,47.0,5.0
T394,"ENVENENAMIENTO POR ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS: ANTIRREUMATICOS, NO CLASIFICADOS EN OTRA PARTE",40.0,10.0,23.0,47.0,5.0
T398,"ENVENENAMIENTO POR ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS: OTROS ANALGESICOS NO NARCOTICOS Y ANTIPIRETICOS, NO CLASIFICADOS EN OTRA PARTE",40.0,10.0,23.0,47.0,5.0
T399,"ENVENENAMIENTO POR ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS: ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS, NO ESPECIFICADOS",40.0,10.0,23.0,47.0,5.0
T400,ENVENENAMIENTO POR NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]: OPIO,40.0,10.0,23.0,47.0,5.0
T401,ENVENENAMIENTO POR NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]: HEROINA,40.0,10.0,23.0,47.0,5.0
T402,ENVENENAMIENTO POR NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]: OTROS OPIACEOS,40.0,10.0,23.0,47.0,5.0
T403,ENVENENAMIENTO POR NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]: METADONA,40.0,10.0,23.0,47.0,5.0
T404,ENVENENAMIENTO POR NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]: OTROS NARCOTICOS SINTETICOS,40.0,10.0,23.0,47.0,5.0
T405,ENVENENAMIENTO POR NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]: COCAINA,40.0,10.0,23.0,47.0,5.0
T406,ENVENENAMIENTO POR NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]: OTROS NARCOTICOS Y LOS NO ESPECIFICADOS,40.0,10.0,23.0,47.0,5.0
T407,ENVENENAMIENTO POR NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]: CANNABIS (DERIVADOS),40.0,10.0,23.0,47.0,5.0
T408,ENVENENAMIENTO POR NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]: ACIDO LISERGICO [LSD],40.0,10.0,23.0,47.0,5.0
T409,ENVENENAMIENTO POR NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]: OTROS PSICODISLEPTICOS Y LOS NO ESPECIFICADOS [ALUCINOGENOS],40.0,10.0,23.0,47.0,5.0
T410,ENVENENAMIENTO POR ANESTESICOS Y GASES TERAPEUTICOS: ANESTESICOS POR INHALACION,40.0,10.0,23.0,47.0,5.0
T411,ENVENENAMIENTO POR ANESTESICOS Y GASES TERAPEUTICOS: ANESTESICOS INTRAVENOSOS,40.0,10.0,23.0,47.0,5.0
T412,ENVENENAMIENTO POR ANESTESICOS Y GASES TERAPEUTICOS: OTROS ANESTESICOS GENERALES Y LOS NO ESPECIFICADOS,40.0,10.0,23.0,47.0,5.0
T413,ENVENENAMIENTO POR ANESTESICOS Y GASES TERAPEUTICOS: ANESTESICOS LOCALES,40.0,10.0,23.0,47.0,5.0
T414,"ENVENENAMIENTO POR ANESTESICOS Y GASES TERAPEUTICOS: ANESTESICOS, NO ESPECIFICADOS",40.0,10.0,23.0,47.0,5.0
T415,ENVENENAMIENTO POR ANESTESICOS Y GASES TERAPEUTICOS: GASES TERAPEUTICOS,40.0,10.0,23.0,47.0,5.0
T420,"ENVENENAMIENTO POR ANTIEPILEPTICOS, HIPNOTICOS-SEDANTES Y DROGAS ANTIPARKINSONIANAS: DERIVADOS DE LA HIDANTOINA",40.0,10.0,23.0,47.0,5.0
T421,"ENVENENAMIENTO POR ANTIEPILEPTICOS, HIPNOTICOS-SEDANTES Y DROGAS ANTIPARKINSONIANAS: IMINOSTILBENOS",40.0,10.0,23.0,47.0,5.0
T422,"ENVENENAMIENTO POR ANTIEPILEPTICOS, HIPNOTICOS-SEDANTES Y DROGAS ANTIPARKINSONIANAS: SUCCINAMIDAS Y DERIVADOS DE LA OXAZOLIDINA",40.0,10.0,23.0,47.0,5.0
T423,"ENVENENAMIENTO POR ANTIEPILEPTICOS, HIPNOTICOS-SEDANTES Y DROGAS ANTIPARKINSONIANAS: BARBITURICOS",40.0,10.0,23.0,47.0,5.0
T424,"ENVENENAMIENTO POR ANTIEPILEPTICOS, HIPNOTICOS-SEDANTES Y DROGAS ANTIPARKINSONIANAS: BENZODIAZEPINAS",40.0,10.0,23.0,47.0,5.0
T425,"ENVENENAMIENTO POR ANTIEPILEPTICOS, HIPNOTICOS-SEDANTES Y DROGAS ANTIPARKINSONIANAS: ANTIEPILEPTICOS MIXTOS, NO CLASIFICADOS EN OTRA PARTE",40.0,10.0,23.0,47.0,5.0
T426,"ENVENENAMIENTO POR ANTIEPILEPTICOS, HIPNOTICOS-SEDANTES Y DROGAS ANTIPARKINSONIANAS: OTROS ANTIEPILEPTICOS Y DROGAS HIPNOTICO-SEDANTES",40.0,10.0,23.0,47.0,5.0
T427,"ENVENENAMIENTO POR ANTIEPILEPTICOS, HIPNOTICOS-SEDANTES Y DROGAS ANTIPARKINSONIANAS: ANTIEPILEPTICOS Y DROGAS HIPNOTICO - SEDANTES, NO ESPECIFICADOS",40.0,10.0,23.0,47.0,5.0
T428,"ENVENENAMIENTO POR ANTIEPILEPTICOS, HIPNOTICOS-SEDANTES Y DROGAS ANTIPARKINSONIANAS: DROGAS ANTIPARKINSONIANAS Y OTROS DEPRESORES DEL TONO MUSCULAR CENTRAL",40.0,10.0,23.0,47.0,5.0
T430,"ENVENENAMIENTO POR PSICOTROPICOS, NO CLASIFICADOS EN OTRA PARTE: ANTIDEPRESIVOS TRICICLICOS Y TETRACICLICOS",40.0,10.0,23.0,47.0,5.0
T431,"ENVENENAMIENTO POR PSICOTROPICOS, NO CLASIFICADOS EN OTRA PARTE: ANTIDEPRESIVOS INHIBIDORES DE LA MONOAMINOXIDASA",40.0,10.0,23.0,47.0,5.0
T432,"ENVENENAMIENTO POR PSICOTROPICOS, NO CLASIFICADOS EN OTRA PARTE: OTROS ANTIDEPRESIVOS Y LOS NO ESPECIFICADOS",40.0,10.0,23.0,47.0,5.0
T433,"ENVENENAMIENTO POR PSICOTROPICOS, NO CLASIFICADOS EN OTRA PARTE: ANTIPSICOTICOS Y NEUROLEPTICOS FENOTIACINICOS",40.0,10.0,23.0,47.0,5.0
T434,"ENVENENAMIENTO POR PSICOTROPICOS, NO CLASIFICADOS EN OTRA PARTE: BUTIROFENONA Y NEUROLEPTICOS TIOXANTENICOS",40.0,10.0,23.0,47.0,5.0
T435,"ENVENENAMIENTO POR PSICOTROPICOS, NO CLASIFICADOS EN OTRA PARTE: OTROS ANTIPSICOTICOS Y NEUROLEPTICOS Y LOS NO ESPECIFICADOS",40.0,10.0,23.0,47.0,5.0
T436,"ENVENENAMIENTO POR PSICOTROPICOS, NO CLASIFICADOS EN OTRA PARTE: PSICOESTIMULANTES CON ABUSO POTENCIAL",40.0,10.0,23.0,47.0,5.0
T438,"ENVENENAMIENTO POR PSICOTROPICOS, NO CLASIFICADOS EN OTRA PARTE: OTRAS DROGAS PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE",40.0,10.0,23.0,47.0,5.0
T439,"ENVENENAMIENTO POR PSICOTROPICOS, NO CLASIFICADOS EN OTRA PARTE: DROGA PSICOTROPICA NO ESPECIFICADA",40.0,10.0,23.0,47.0,5.0
T440,ENVENENAMIENTO POR DROGAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO AUTONOMO: AGENTES ANTICOLINESTERASA,40.0,7.0,23.0,47.0,5.0
T441,ENVENENAMIENTO POR DROGAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO AUTONOMO: OTROS PARASIMPATICOMIMETICOS [COLINERGICOS],40.0,7.0,23.0,47.0,5.0
T442,"ENVENENAMIENTO POR DROGAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO AUTONOMO: DROGAS BLOQUEADORAS GANGLIONARES, NO CLASIFICADAS EN OTRA PARTE",40.0,7.0,23.0,47.0,5.0
T443,"ENVENENAMIENTO POR DROGAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO AUTONOMO: OTROS PARASIMPATICOLITICOS [ANTICOLINERGICOS Y ANTIMUSCARINICOS] Y ESPASMOLITICOS, NO CLASIFICADOS EN OTRA PARTE",40.0,7.0,23.0,47.0,5.0
T444,"ENVENENAMIENTO POR DROGAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO AUTONOMO: AGONISTAS, PREDOMINANTEMENTE ALFA-ADRENERGICOS, NO CLASIFICADOS EN OTRA PARTE",40.0,7.0,23.0,47.0,5.0
T445,"ENVENENAMIENTO POR DROGAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO AUTONOMO: AGONISTAS, PREDOMINANTEMENTE BETA-ADRENERGICOS, NO CLASIFICADOS EN OTRA PARTE",40.0,7.0,23.0,47.0,5.0
T446,"ENVENENAMIENTO POR DROGAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO AUTONOMO: ANTAGONISTAS, ALFA-ADRENERGICOS, NO CLASIFICADOS EN OTRA PARTE",40.0,7.0,23.0,47.0,5.0
T447,"ENVENENAMIENTO POR DROGAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO AUTONOMO: ANTAGONISTAS, BETA-ADRENERGICOS, NO CLASIFICADOS EN OTRA PARTE",40.0,7.0,23.0,47.0,5.0
T448,"ENVENENAMIENTO POR DROGAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO AUTONOMO: AGENTES DE ACCION CENTRAL Y BLOQUEADORES NEURONALES ADRENERGICOS, NO CLASIFICADOS EN OTRA PARTE",40.0,7.0,23.0,47.0,5.0
T449,ENVENENAMIENTO POR DROGAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO AUTONOMO: OTRAS DROGAS Y LAS NO ESPECIFICADAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO AUTONOMO,40.0,7.0,23.0,47.0,5.0
T450,"ENVENENAMIENTO POR AGENTES PRINCIPALMENTE SISTEMICOS Y HEMATOLOGICOS, NO CLASIFICADOS EN OTRA PARTE: DROGAS ANTIALERGICAS Y ANTIEMETICAS",40.0,10.0,23.0,47.0,5.0
T451,"ENVENENAMIENTO POR AGENTES PRINCIPALMENTE SISTEMICOS Y HEMATOLOGICOS, NO CLASIFICADOS EN OTRA PARTE: DROGAS ANTINEOPLASICAS E INMUNOSUPRESORAS",40.0,10.0,23.0,47.0,5.0
T452,"ENVENENAMIENTO POR AGENTES PRINCIPALMENTE SISTEMICOS Y HEMATOLOGICOS, NO CLASIFICADOS EN OTRA PARTE: VITAMINAS, NO CLASIFICADAS EN OTRA PARTE",40.0,10.0,23.0,47.0,5.0
T453,"ENVENENAMIENTO POR AGENTES PRINCIPALMENTE SISTEMICOS Y HEMATOLOGICOS, NO CLASIFICADOS EN OTRA PARTE: ENZIMAS, NO CLASIFICADAS EN OTRA PARTE",40.0,10.0,23.0,47.0,5.0
T454,"ENVENENAMIENTO POR AGENTES PRINCIPALMENTE SISTEMICOS Y HEMATOLOGICOS, NO CLASIFICADOS EN OTRA PARTE: HIERRO Y SUS COMPUESTOS",40.0,10.0,23.0,47.0,5.0
T455,"ENVENENAMIENTO POR AGENTES PRINCIPALMENTE SISTEMICOS Y HEMATOLOGICOS, NO CLASIFICADOS EN OTRA PARTE: ANTICOAGULANTES",40.0,10.0,23.0,47.0,5.0
T456,"ENVENENAMIENTO POR AGENTES PRINCIPALMENTE SISTEMICOS Y HEMATOLOGICOS, NO CLASIFICADOS EN OTRA PARTE: DROGAS QUE AFECTAN LA FIBRINOLISIS",40.0,10.0,23.0,47.0,5.0
T457,"ENVENENAMIENTO POR AGENTES PRINCIPALMENTE SISTEMICOS Y HEMATOLOGICOS, NO CLASIFICADOS EN OTRA PARTE: ANTAGONISTAS DE ANTICOAGULANTES, VITAMINA K Y OTROS COAGULANTES",40.0,10.0,23.0,47.0,5.0
T458,"ENVENENAMIENTO POR AGENTES PRINCIPALMENTE SISTEMICOS Y HEMATOLOGICOS, NO CLASIFICADOS EN OTRA PARTE: OTROS AGENTES PRINCIPALMENTE SISTEMICOS Y HEMATOLOGICOS",40.0,10.0,23.0,47.0,5.0
T459,"ENVENENAMIENTO POR AGENTES PRINCIPALMENTE SISTEMICOS Y HEMATOLOGICOS, NO CLASIFICADOS EN OTRA PARTE: AGENTES PRINCIPALMENTE SISTEMICOS Y HEMATOLOGICOS, NO ESPECIFICADOS",40.0,10.0,23.0,47.0,5.0
T460,ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA CARDIOVASCULAR: GLUCOSIDOS CARDIOTONICOS Y MEDICAMENTOS DE ACCION SIMILAR,40.0,10.0,23.0,47.0,5.0
T461,ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA CARDIOVASCULAR: BLOQUEADORES DEL CANAL DEL CALCIO,40.0,10.0,23.0,47.0,5.0
T462,"ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA CARDIOVASCULAR: OTRAS DROGAS ANTIARRITMICAS, NO CLASIFICADAS EN OTRA PARTE",40.0,10.0,23.0,47.0,5.0
T463,"ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA CARDIOVASCULAR: VASODILATADORES CORONARIOS, NO CLASIFICADOS EN OTRA PARTE",40.0,10.0,23.0,47.0,5.0
T464,ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA CARDIOVASCULAR: INHIBIDORES DE LA ENZIMA CONVERTIDORA DE LA ANGIOTENSINA,40.0,10.0,23.0,47.0,5.0
T465,"ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA CARDIOVASCULAR: OTRAS DROGAS ANTIHIPERTENSIVAS, NO CLASIFICADAS EN OTRA PARTE",40.0,10.0,23.0,47.0,5.0
T466,ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA CARDIOVASCULAR: DROGAS ANTILIPEMICAS Y ANTIARTERIOSCLEROTICAS,40.0,10.0,23.0,47.0,5.0
T467,ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA CARDIOVASCULAR: VASODILATADORES PERIFERICOS,40.0,10.0,23.0,47.0,5.0
T468,"ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA CARDIOVASCULAR: DROGAS ANTIVARICOSAS, INCLUSIVE AGENTES ESCLEROSANTES",40.0,10.0,23.0,47.0,5.0
T469,ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA CARDIOVASCULAR: OTROS AGENTES Y LOS NO ESPECIFICADOS QUE AFECTAN PRINCIPALMENTE EL SISTEMA CARDIOVASCULAR,40.0,10.0,23.0,47.0,5.0
T470,ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA GASTROINTESTINAL: ANTAGONISTAS DEL RECEPTOR H2 DE HISTAMINA,40.0,3.0,26.0,47.0,5.0
